Dish_Name,Diet_Type,Ingredients_Text
coffee raisin cake with sugar glaze recipe,Vegetarian,"170 Grams Butter (unsalted) - softened,1 Cup Sugar - granulated,1 Cup Vivatta Maida,4 teaspoons Baking powder,1 teaspoon Salt,1-1/4 cup Milk,3 Whole Eggs,2 teaspoons Instant Coffee Powder - mixed in a teaspoon of warm water,170 Grams Butter (unsalted) - softened,1/2 cup All Purpose Flour (Maida),1-1/2 cup Brown Sugar (Demerara Sugar),1 teaspoon Instant Coffee Powder,1/2 cup Raisins,1 cup Sugar - powdered,2 teaspoons Water"
patta gobi matar nu shaak recipe (cabbage & peas sabzi recipe),Vegetarian,"3 cups Cabbage (Patta Gobi/ Muttaikose) - finely chopped,1/2 cup Green peas (Matar),1 teaspoon Mustard seeds,1 Bay leaf (tej patta) - roughly torn,1 sprig Curry leaves - roughly torn,1 Tomato - finely chopped,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,1/2 teaspoon Garam masala powder,Salt - to taste,Sunflower Oil - for cooking"
spicy & tangy pakodi chaat recipe,Gluten Free,"1 cup Dried Yellow/White Peas (Vatana) - soaked for 4 hours,1/2 teaspoon Turmeric powder (Haldi),1 cup Gram flour (besan),1 Onion - chopped,1/8 teaspoon Baking soda,Salt - per taste,1/2 tablespoon Black pepper powder,1 teaspoon Cumin powder (Jeera) - roasted,2 teaspoons Coriander Powder (Dhania),1 tablespoon Green Chutney (Coriander & Mint),1 tablespoon Sweet Chutney (Date & Tamarind),1 teaspoon Sugar - powdered,3 tablespoons Curd (Dahi / Yogurt),1 teaspoon Green Chilli - chopped,Sunflower Oil - for frying,Black Salt (Kala Namak) - as required,1 Onion - chopped for serving,2 tablespoons Raw Peanuts (Moongphali) - roasted or fried,Curry leaves - as required"
green tea recipe,Gluten Free,"2 teaspoons Green tea leaves,2 cups Water,Honey - (optional) to taste"
पालक मटर रेसिपी - spinach and green peas curry (recipe in hindi),Vegetarian,"500 ग्राम्स पालक,1 कप हरे मटर,1 प्याज - बारीक काट ले,1 टमाटर - बारीक काट ले,2 inch अदरक - कस ले,3 cloves लहसुन - बारीक काट ले,1/2 teaspoon लाल मिर्च पाउडर,1 teaspoon गरम मसाला पाउडर,1 teaspoon धनिया पाउडर,1 tablespoons तेल,1 tablespoon घी,1 teaspoon जीरा,2 cloves लहसुन - बारीक काट ले,3 teaspoons प्याज - बारीक काट ले,1 सुखी लाल मिर्च,1/4 teaspoon गरम मसाला पाउडर"
peanut butter chicken recipe,High Protein Non Vegetarian,"300 grams Chicken breasts - boneless,1 Onion,1 Tomato,3/4 cup Chicken stock,3/4 cup Peanut Butter - smooth,1 tablespoon Chilli oil - (can be substituted with 1/8 teaspoon smoked paprika),1/2 teaspoon Salt,1/2 teaspoon Black pepper powder,2 tablespoon Sunflower Oil"
chilli ginger vegetable tofu stir fry recipe,High Protein Vegetarian,"250 grams Tofu - drained on paper and cut into thick finger length,6 Button mushrooms - sliced,1 Red Bell pepper (Capsicum) - sliced,1 Yellow Bell Pepper (Capsicum) - sliced,1 Green Bell Pepper (Capsicum) - sliced,3 Baby corn - sliced lengthwise,7 Green beans (French Beans) - cut and blanched,7 Broccoli - cut into florets,1 Onion - sliced lengthwise,4 cloves Garlic - finely minced,2 teaspoons Ginger - grated,1 inch Ginger - cut into fine julienne,2 Fresh Red chillies - chopped or green chillies,2 tablespoon Plum sauce - (asian),3 tablespoon Light soy sauce,2 tablespoon Rice Wine Vinegar,1 teaspoon Whole Black Peppercorns - crushed,Salt - to taste,3 tablespoon Sunflower Oil,Sesame seeds (Til seeds) - as required for garnish,Garlic - chives (chopped),Coriander (Dhania) Leaves - chopped"
ragi malpua with rabri recipe (indian pancakes with creamy pudding),Vegetarian,"Rabri - one recipe,1/2 cup Ragi Flour (Finger Millet/ Nagli),1/2 cup Whole Wheat Flour,1 teaspoon Fennel seeds (Saunf) - pounded,1 teaspoon Cardamom Powder (Elaichi),1 teaspoon Baking powder,1/2 cup Fresh cream,1/2 teaspoon Salt,Ghee - for pan frying,1/2 cup Sugar,1/2 cup Water,Saffron strands - a few"
naga style chicken with bamboo shoot recipe,High Protein Non Vegetarian,"1 kg Chicken,2 Tomatoes - crushed in pestle & mortar,5 cloves Garlic - crushed,2 inch Ginger - grated,7/8 Green Chillies - crushed,1/2 cup Bamboo shoots - sliced,1/2 cup Cabbage (Patta Gobi/ Muttaikose) - sliced,Spring Onion (Bulb & Greens) - few,Salt - to taste"
beguni recipe - baingan/eggplant pakora,No Onion No Garlic (Sattvic),"1 Brinjal (Baingan / Eggplant),1 cup Gram flour (besan),2/3 cup Water,1 pinch Asafoetida (hing),1/4 teaspoon Turmeric powder (Haldi),1/4 teaspoon Red Chilli powder,1/2 teaspoon Coriander Powder (Dhania),1/2 teaspoon Cumin powder (Jeera),1 pinch Baking soda,Salt - to taste,Sunflower Oil - to deep fry"
tawa crispy pomfret fry recipe,High Protein Non Vegetarian,"3 Pomfret fish - medium sized,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Black pepper powder,1 teaspoon Lemon juice,2 tablespoons Hung Curd (Greek Yogurt),8 Curry leaves - finely chopped,2 tablespoon Coriander (Dhania) Leaves - finely chopped,2 teaspoon Red Chilli powder,1/2 teaspoon Fennel Powder,2 tablespoon Butter - melted,Salt - as per your taste"
homemade italian calzones recipe,Vegetarian,"1-1/4 cup Lukewarm Water,2-1/4 teaspoon Active dry yeast,2 teaspoon Sugar,3 tablespoon Extra Virgin Olive Oil,1 teaspoon Salt,3 cups All Purpose Flour (Maida),1 Green Bell Pepper (Capsicum) - chopped,1 Onion - chopped,10 Button mushrooms - washed well and chopped,2 Green Chillies - chopped,1/2 cup Del Monte Black Olives - sliced,1 cup Mozzarella cheese - grated,6 Tomatoes - cut into quarters,2 Onions - peeled and cut into big chunks,2 Green Chillies - slit,2 cloves Garlic - chopped,1/2 cup Homemade tomato puree,1/2 teaspoon Dried oregano,1/2 teaspoon Italian seasoning,Salt - to taste"
the oat and green moong dal pesarattu-savory lentil crepe recipe,High Protein Vegetarian,"50 grams Instant Oats (Oatmeal),50 grams Rice,50 grams Green Moong Dal (Whole),1/2 teaspoon Asafoetida (hing),2 Green Chillies - finely chopped,1 inch Ginger - grated,100 grams Cabbage (Patta Gobi/ Muttaikose) - finely chopped,Coriander (Dhania) Leaves - small bunch,Salt - to taste,Sunflower Oil - for cooking"
masoor dal with scrambled eggs recipe - lentil curry with eggs,Eggetarian,"2 Whole Eggs,1/2 cup Masoor Dal (Whole),1/2 cup Coconut milk - thick,1 Onion - finely chopped,1 Tomato - finely chopped,3 Green Chillies - chopped,1/4 cup Mint Leaves (Pudina) - chopped,1 teaspoon Ginger Garlic Paste,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Garam masala powder,1/4 teaspoon Cumin powder (Jeera),1 pinch Asafoetida (hing),Salt - to taste,1 teaspoon Mustard seeds,6 Curry leaves,2 teaspoons Sunflower Oil"
chettinad cauliflower pepper fry recipe (milagu pirattal poriyal),Vegetarian,"1 Cauliflower (gobi) - cut into florets,12 Pearl onions (Sambar Onions) - finely chopped (or 2 regular medium size onions),2 Garlic - cloves grated,1 teaspoon Turmeric powder (Haldi),1 teaspoon Black pepper powder,1/4 teaspoon Cinnamon Powder (Dalchini),1/2 teaspoon Coriander Powder (Dhania),Salt - to taste,1 teaspoon Mustard seeds,1 teaspoon Cumin seeds (Jeera),1 sprig Curry leaves,Sunflower Oil - for cooking"
सुखी दही वाली लौकी रेसिपी - sukhi dahi wali lauki (recipe in hindi),Diabetic Friendly,"1-1/2 कप लौकी - छीलकर काट ले,1/2 छोटा चमच्च जीरा,1/2 छोटा चमच्च राइ,5 - 6 कढ़ी पत्ता,1 - 2 हरी मिर्च - बारीक काट ले,3 - 4 कली लहसुन - बारीक काट ले,1 प्याज - बारीक काट ले,1 टमाटर - काट ले,1/4 कप दही,1 छोटा चमच्च लाल मिर्च पाउडर,1/2 छोटा चमच्च हल्दी पाउडर,1/2 छोटा चमच्च धनिया पाउडर,नमक - प्रयोग अनुसार,पानी - प्रयोग अनुसार,तेल - प्रयोग अनुसार"
pasi paruppu masiyal recipe-green moong dal curry recipe,High Protein Vegetarian,"1 cup Green Moong Dal (Whole),2 Green Chillies - slit,1/2 cup Tamarind Water,1/2 teaspoon Turmeric powder (Haldi),3 cups Water,Salt - to taste,4 sprig Coriander (Dhania) Leaves - chopped,2 teaspoon Ghee,1 teaspoon Mustard seeds,2 Dry Red Chillies,1/2 teaspoon Asafoetida (hing),1 sprig Curry leaves"
horsegram idli recipe - kulith or kollu idli,Vegetarian,"1 cup Horse Gram Dal (Kollu/ Kulith) - soaked,3 cups Idli Rice - soaked,1 cup White Urad Dal (Whole) - soaked,1 teaspoon Methi Seeds (Fenugreek Seeds) - soaked along with urad dal,Salt - as required"
tomato rice with basil recipe,Vegetarian,"1 cup Rice - or brown rice,3 Tomatoes,1 Green Chilli - finely chopped,Basil leaves - Few,7 cloves Garlic - crushed,Extra Virgin Olive Oil - as required,1 teaspoon Whole Black Peppercorns,Salt - as required,Water - as needed,Coriander (Dhania) Leaves - or Basil leaves for garnish"
"aglio e olio pasta recipe with roasted cauliflower, peppers & cashew nuts",Vegetarian,"400 grams Spaghetti Pasta,6 cloves Garlic,3 tablespoons Extra Virgin Olive Oil,2 teaspoons Red Chilli flakes,2 teaspoons Mixed Herbs (Dried),Salt - to taste,1/4 teaspoon Tabasco Original - Hot Sauce,1/2 teaspoon Black pepper powder,1/2 cup Red Bell pepper (Capsicum) - diced,1 cup Cauliflower (gobi) - small florets,3 tablespoons Cashew nuts"
udupi style alsande kayi saaru recipe (long beans gravy recipe),Vegetarian,"1 cup Long String Bean (chavli) - chopped,1/2 cup Tamarind Water,Salt - to taste,2 teaspoon Rice,4 Dry Red Chilli,2 tablespoon Coriander (Dhania) Seeds,1 teaspoon Methi Seeds (Fenugreek Seeds),1 teaspoon Mustard seeds,4 cloves Garlic - crushed,1 teaspoon Mustard seeds,1 sprig Curry leaves,1 teaspoon Mustard seeds,1 Dry Red Chilli"
greek style grilled pita pizza recipe,Vegetarian,"4 Mini Pita Breads,5 Tomatoes - quartered,1/2 cup Feta Cheese - crumbled,1 teaspoon Fresh Thyme leaves - dried,5 Black olives,Whole Black Peppercorns - pound,Extra Virgin Olive Oil - for cooking,2 sprig Coriander (Dhania) Leaves,1 cup Homemade Hummus"
baked egg with quinoa & tomato sauce recipe,Eggetarian,"2 Whole Egg,1 cup Quinoa,1 teaspoon Dry mix herbs,1 teaspoon Red Chilli flakes,1 tablespoon Extra Virgin Olive Oil,2 tablespoons Cheddar cheese - grated,Salt - to taste,4 cloves Garlic - chopped,1 Onion - finely chopped,4 Tomatoes - finely chopped,1 teaspoon Dried oregano,2 teaspoons Mixed Herbs (Dried),2 teaspoon Red Chilli flakes,4 tablespoons Red Chilli sauce,Salt - to taste,Extra Virgin Olive Oil - for cooking"
awadhi style kathal ke kebab recipe- raw jackfruit kebabs,Vegetarian,"750 grams Jackfruit Raw (Kathal) - chopped,3 Onions - finely chopped,3 Green Chillies - finely chopped,3 tablespoon Mint Leaves (Pudina) - finely chopped,5 tablespoon Coriander (Dhania) Leaves - finely chopped,1/2 inch Ginger,7 cloves Garlic,1/3 cup Gram flour (besan),1 teaspoon Garam masala powder,1 tablespoon Cumin powder (Jeera) - (roast and ground),1 tablespoon Coriander Powder (Dhania) - (roast and ground),1 tablespoon Fennel Powder,1 tablespoon Amchur (Dry Mango Powder),Salt - to taste,Sunflower Oil - for shallow frying"
raw papaya kofta in yogurt curry recipe,Vegetarian,"1 cup Raw papaya - grated,1 cup Cabbage (Patta Gobi/ Muttaikose) - chopped finely,2 Potatoes (Aloo) - boiled,2 tablespoon Gram flour (besan),1 teaspoon Cumin powder (Jeera),1 teaspoon Red Chilli powder,1/4 teaspoon Turmeric powder (Haldi),Salt - to taste,2 tablespoon Sunflower seeds - roasted,1 cup Curd (Dahi / Yogurt),1 tablespoon Gram flour (besan),2 teaspoon Red Chilli powder,1 teaspoon Coriander Powder (Dhania),1/4 teaspoon Turmeric powder (Haldi),1 teaspoon Garam masala powder,1 teaspoon Sugar,Salt - to taste,1 teaspoon Mustard seeds,1 Bay leaf (tej patta),2 sprig Curry leaves,1 inch Ginger - chopped,4 cloves Garlic - chopped,Sunflower Oil"
मिलेट जोवार पनियारम रेसिपी - millet jowar paniyaram recipe,Diabetic Friendly,"1/2 कप फॉक्सटेल मिलेट,1/2 कप जोवार के दाने,1/4 कप सफ़ेद उरद दाल,2 बड़े चम्मच मेथी के दाने,1 प्याज - काट ले,1 हरी मिर्च,1 इंच अदरक - काट ले,5 कली लहसुन - काट ले,1 छोटा चम्मच राइ,1 छोटा चम्मच उरद दाल,1 टहनी कढ़ी पत्ता - काट ले,1 टहनी हरा धनिया - काट ले,2 बड़े चम्मच नारियल - कस ले,नमक - स्वाद अनुसार"
kitkat cake with sponge recipe (eggless),Vegetarian,"1-1/2 cup Whole Wheat Flour,1 cup Milk,4 tablespoons Sunflower Oil,1 cup Caster Sugar,1 teaspoon Vanilla Extract,3 tablespoons Cocoa Powder,1/2 teaspoon Baking soda,1/2 teaspoon Baking powder,200 ml Fresh cream,200 gram Dark chocolate,Kitkat Bars,M&M’s chocolate candies"
strawberry panna cotta tart with chocolate ganache recipe,Non Vegeterian,"1-1/2 cups All Purpose Flour (Maida),1 teaspoon Sugar - powdered,1/4 teaspoon Salt,4 tablespoons Butter (unsalted) - chilled and finely chopped,Chilled water,400 grams Strawberries,1-1/2 cups Fresh cream,2-1/4 teaspoons Gelatin - unflavoured,1/4 cup Confectioners sugar,1/8 teaspoon Salt,100 grams Dark chocolate,100 grams Fresh cream,Strawberries - a few,Badam (Almond) - slivered,Pistachios - slivered"
moroccan chickpeas and vegetable stew recipe with couscous,High Protein Vegetarian,"1/2 cup Kabuli Chana (White Chickpeas) - cooked,1 cup Brinjal (Baingan / Eggplant) - diced,1/2 cup Kaddu (Parangikai/ Pumpkin) - butternut,400 grams Tomato - diced,1 Onion - sliced,2 tablespoons Sultanas,6 sprig Spinach - cleaned,2 teaspoons Garlic - minced,1 teaspoon Coriander Powder (Dhania),1 teaspoon Cumin powder (Jeera),1/2 teaspoon Dry ginger powder,1 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1/2 teaspoon White pepper powder,1 cup Couscous,Extra Virgin Olive Oil - as required,2 tablespoons Parsley leaves - chopped,Salt - to taste"
baked brie in puff pastry with fruits recipe,Vegetarian,"125 grams Brie cheese,1 Puff Pastry Sheet - (about 6*6 inches),1 Apple - peeled and chopped,6 Strawberries - hulled and chopped,2 tablespoon Honey,1 pinch Cinnamon Powder (Dalchini),1/2 Whole Egg - whisked,Fresh fruits - for serving,Crackers - for serving"
homemade coconut milk recipe,Vegetarian,2 cups Fresh coconut - cut into pieces or grated
maharashtrian golyachi amti recipe (besan balls in tamarind based spicy gravy),Vegetarian,"1 cup Gram flour (besan),1 tablespoon Sunflower Oil,1/2 teaspoon Ajwain (Carom seeds),1 teaspoon Ginger Garlic Paste,3 Green Chillies - finely chopped,1 pinch Turmeric powder (Haldi),Salt - to taste,1 tablespoon Sunflower Oil,1 teaspoon Mustard seeds,1 teaspoon Cumin seeds (Jeera),Curry leaves - a few,1 pinch Asafoetida (hing),1 Onion - finely chopped,1/2 teaspoon Ginger Garlic Paste,1 tablespoon Gram flour (besan),1 teaspoon Coriander Powder (Dhania),1 teaspoon Dry coconut (kopra) - grated/powdered,1 teaspoon Sesame seeds (Til seeds) - powdered,1 teaspoon Tamarind Paste,2 teaspoons Jaggery - (amla size),Coriander (Dhania) Leaves - a few,1 teaspoon Red Chilli powder,Salt - to taste"
ice cream tea float recipe,Vegetarian,"2 tablespoons Tea Monk Oolong Tea,1 tablespoon Honey,1 scoop Vanilla Ice cream - (small scoops),1 cup Aerated water (Soda Water)"
burani raita recipe - garlic based yogurt,Vegetarian,"1 cup Curd (Dahi / Yogurt),4 cloves Garlic - minced,1/2 teaspoon Cumin powder (Jeera) - roasted,1/2 teaspoon Red Chilli powder,Black Salt (Kala Namak) - as per your taste"
matar besan and paneer cheela recipe -green peas & paneer crepes,Vegetarian,"1 cup Green peas (Matar) - steamed,1 cup Gram flour (besan),1/2 cup Paneer (Homemade Cottage Cheese) - grated,1 teaspoon Ginger - roughly chopped,2 Green Chillies - finely chopped,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Cumin powder (Jeera),1/2 teaspoon Salt,2 Sunflower Oil - for cooking cheela,1/2 teaspoon Salt,2 teaspoons Sunflower Oil - for pan roasting"
